EAN,Description,Size,BSP,Soc Date,Zone 1,Zone 2,Zone 3,Zone 4,Zone 5,Zone 6,Old National #,Group,Group Item,Merch Cat. Code,Merch Cat. Desc
54083417,SPAR MYSTERY EGG,20GR,984.59,2023-03-03T07:04:00,15.9800,15.9800,15.9800,15.9800,15.9800,15.8500,3014639,SPAR MYST EGG,SOCCA,S,OCCA
56001709,MARLBORO SILVER,F20,424.42,2023-03-03T07:03:00,56.4900,56.4900,64.9800,56.4900,56.4900,56.0000,2366911,MARLBORO SILVER,ICIGG,I,CIGG
60010001,PANADO DISPENSER,2'S,93.93,2023-03-03T07:02:00,2.9900,3.9800,3.4800,3.9800,3.9800,3.9500,2082925,PANADO DISPENSER,HMEDI,H,MEDI
60010766,MUM F/MEN R/ON SPORT,45ML,64.13,2023-03-03T07:03:00,15.9800,17.9800,18.9900,16.9800,16.4800,16.3400,2232521,MUM MEN R/ON SPO,HDMAL,H,DMAL
60010780,MUM F/MEN R/ON ORIGINAL,45ML,64.13,2023-03-03T07:03:00,15.9800,17.9800,18.9900,16.9800,16.4800,16.3400,2232524,MUM MEN R/ON ORI,HDMAL,H,DMAL
60011008,PAINBLOK PARACETAMOL TABS,2'S,68.60,2023-03-03T07:04:00,2.2800,2.4800,2.6900,2.3800,2.3800,2.3600,3040058,P/BLOK TABS,HMEDI,H,MEDI
60011053,PANADO TABLET SECURITAINE,24'S,303.28,2023-03-03T07:03:00,35.9800,38.9800,42.4800,37.9800,36.9800,36.6600,2407334,PANADO TABS 24'S,HMEDI,H,MEDI
60012708,SHIELD LDS PRO BALANCE R/ON,50ML,107.24,2023-03-03T07:03:00,25.9900,27.9800,30.4800,27.9800,26.9800,26.3500,2270325,SHIELD BALANCE R,HDFEM,H,DFEM
60014399,VASELINE PET JEL PROTECT,50ML,125.92,2023-03-03T07:03:00,14.9800,16.9800,17.4800,15.9800,15.9800,15.8500,2325721,VASELINE PET JEL,HSCHB,H,SCHB
60015204,GRANDPA TABLETS,24'S,317.39,2023-03-03T07:03:00,37.9800,40.9800,44.9900,39.9800,38.9800,38.6500,2334807,GRANDPA TABLETS,HMEDI,H,MEDI
60015310,TABARD LOTION,50ML,525.85,2023-03-03T07:03:00,37.9800,40.9800,44.9900,39.9800,38.9800,38.6500,2350595,TABARD LOTION,GHPCN,G,HPCN
60015693,TABARD REPELLENT ROLL ON,70ML,355.59,2023-03-03T07:04:00,50.9800,54.9800,59.9900,53.9800,52.9800,52.5200,2849387,TABARD R/ON REPE,GHPCN,G,HPCN
60015754,SADIE R/ON ORIGINAL,50ML,72.07,2023-03-03T07:03:00,16.9800,18.9800,20.4800,17.9800,17.9800,17.8300,2358184,SADIE R/ON ORIG,HDFEM,H,DFEM
60015792,SADIE A/P ROLL ON TANGO,50MLT,72.07,2023-03-03T07:03:00,16.9800,18.9800,20.4800,17.9800,17.9800,17.8300,2358216,SADIE ROLL ON,HDFEM,H,DFEM
60015839,SADIE ANTI/P ROLL-ON DEO,50MLT,72.07,2023-03-03T07:03:00,16.9800,18.9800,20.4800,17.9800,17.9800,17.8300,2358273,SADIE ANTI/P,HDFEM,H,DFEM
60015853,BLUE ICE R/ON CLASSIC,50ML,72.07,2023-03-03T07:03:00,16.9800,18.9800,20.4800,17.9800,17.9800,17.8300,2358248,B/ICE R/ON CLASS,HDMAL,H,DMAL
60015860,BLUE ICE R/ON BEAT,50ML,72.07,2023-03-03T07:03:00,16.9800,18.9800,20.4800,17.9800,17.9800,17.8300,2358255,B/ICE R/ON BEAT,HDMAL,H,DMAL
60015877,BLUE ICE R/ON SOUL,50ML,72.07,2023-03-03T07:03:00,16.9800,18.9800,20.4800,17.9800,17.9800,17.8300,2358260,B/ICE R/ON SOUL,HDMAL,H,DMAL
60015884,BLUE ICE R/ON RHYTHM,50ML,72.07,2023-03-03T07:03:00,16.9800,18.9800,20.4800,17.9800,17.9800,17.8300,2358266,B/ICE R/ON RHYTH,HDMAL,H,DMAL
60015891,BLUE ICE R/ON VIBE,50ML,72.07,2023-03-03T07:03:00,16.9800,18.9800,20.4800,17.9800,17.9800,17.8300,2358270,B/ICE R/ON VIBE,HDMAL,H,DMAL
60015945,MARMITE SPREAD CHEESE,175GR,710.94,2023-03-03T07:03:00,43.9800,46.9800,51.9800,45.9800,44.9800,44.5900,2346381,MARMITE SPREAD C,GCJAM,G,CJAM
60015990,MED LEMON H/MED REG DISP,1'S,363.73,2023-03-03T07:03:00,6.9900,7.9800,8.4800,7.9800,7.9800,7.9100,2129320,MED LEMON DISP,HMEDI,H,MEDI
60016638,AXE ROLL ONDARK TEMPT,50ML,99.95,2023-03-03T07:03:00,23.9800,25.9900,28.4800,25.9900,24.9800,24.7700,2377025,AXE R/ON D/TEMP,HDMAL,H,DMAL
60016928,ROB ESSENCE ALMOND,40ML,68.05,2023-03-03T07:03:00,9.9800,10.9800,11.9900,10.4800,10.2800,10.1900,2385327,ALMOND ESSENCE,GBAID,G,BAID
60016935,ROB ESSENCE BANANA,40ML,68.05,2023-03-03T07:03:00,9.9800,10.9800,11.9900,10.4800,10.2800,10.1900,2384610,BANANA ESSENCE,GBAID,G,BAID
60016942,ROB ESSENCE LEMON,40ML,68.05,2023-03-03T07:03:00,9.9800,10.9800,11.9900,10.4800,10.2800,10.1900,2384613,LEMON ESSENCE,GBAID,G,BAID
60016959,ROB ESSENCE ORANGE,40ML,68.05,2023-03-03T07:03:00,9.9800,10.9800,11.9900,10.4800,10.2800,10.1900,2384616,ORANGE ESSENCE,GBAID,G,BAID
60016966,ROB ESSENCE PINEAPPLE,40ML,68.05,2023-03-03T07:03:00,9.9800,10.9800,11.9900,10.4800,10.2800,10.1900,2384619,P/APPLE ESSENCE,GBAID,G,BAID
60016973,ROB ESSENCE CARAMEL,40ML,68.05,2023-03-03T07:03:00,9.9800,10.9800,11.9900,10.4800,10.2800,10.1900,2384622,CARAMEL ESSENCE,GBAID,G,BAID
60016997,ROB ESSENCE PEPPERMINT,40ML,68.05,2023-03-03T07:03:00,9.9800,10.9800,11.9900,10.4800,10.2800,10.1900,2384625,ROB ESSENCE,GBAID,G,BAID
60017017,ROB ESSENCE STRAWBERRY,40ML,68.05,2023-03-03T07:03:00,9.9800,10.9800,11.9900,10.4800,10.2800,10.1900,2384631,ROB ESSENCE,GBAID,G,BAID
60017024,ROB VANILLA ESSENCE,40ML,272.10,2023-03-03T07:03:00,9.9800,10.9800,11.9900,10.4800,10.4800,10.3900,2381150,VANILLA ESSENCE,GBAID,G,BAID
60017031,ROB COLOURING BLUE,40ML,68.05,2023-03-03T07:03:00,9.9800,10.9800,11.9900,10.4800,10.2800,10.1900,2384640,BLUE COLOURING,GBAID,G,BAID
60017048,ROB COLOURING RED,40ML,68.05,2023-03-03T07:03:00,9.9800,10.9800,11.9900,10.4800,10.2800,10.1900,2384644,RED COLOURING,GBAID,G,BAID
60017055,ROB EGG YELLOW,40ML,68.05,2023-03-03T07:03:00,9.9800,10.9800,11.9900,10.4800,10.2800,10.1900,2381148,ROB EGG YELLOW,GBAID,G,BAID
60017062,ROB COLOURING PINK,40ML,68.05,2023-03-03T07:03:00,9.9800,10.9800,11.9900,10.4800,10.2800,10.1900,2384648,PINK COLOURING,GBAID,G,BAID
60017079,ROB COLOURING GREEN,40ML,68.05,2023-03-03T07:03:00,9.9800,10.9800,11.9900,10.4800,10.2800,10.1900,2387413,ROBERSTON C/GRN,GBAID,G,BAID
60017505,DOVE R/ON CUCUMBER,50ML,125.66,2023-03-03T07:03:00,29.9800,32.9800,35.4800,31.9800,30.9800,30.7100,2401141,DOVE R/ON,HDFEM,H,DFEM
60017512,DOVE R/ON GRAPEFRUIT,50ML,125.66,2023-03-03T07:03:00,29.9800,32.9800,35.4800,31.9800,30.9800,30.7100,2401119,DOVE R/ON,HDFEM,H,DFEM
60018038,SHIELD WOM R/ON W/SEXY,50ML,107.24,2023-03-03T07:03:00,25.9900,27.9800,30.4800,27.9800,26.9800,26.3500,2416932,SHIELD R/ON FW S,HDFEM,H,DFEM
60018700,SHIELD MEN R/ON SPORT DEF,50ML,107.24,2023-03-03T07:03:00,25.9900,27.9800,30.4800,27.9800,26.9800,26.3500,2416862,SHIELD R/ON MEN,HDMAL,H,DMAL
60018793,E/PLAST FAB ROLL 2.5X3M,1'S,440.29,2023-03-03T07:03:00,63.9800,68.9800,75.4800,67.9800,65.9800,65.4100,2408724,E/PLAST F/ROL 2.,HFADS,H,FADS
60018816,BLUE ICE R/ON PURE ICE,50ML,72.07,2023-03-03T07:03:00,16.9800,18.9800,20.4800,17.9800,17.9800,17.8300,2409839,B/ICE R/ON P/ICE,HDMAL,H,DMAL
60018823,SADIE R/ON INVISIBLE,50ML,72.07,2023-03-03T07:03:00,16.9800,18.9800,20.4800,17.9800,17.9800,17.8300,2409843,SADIE INVISIBLE,HDFEM,H,DFEM
60018915,VASELINE PET JELLY ALOE,100ML,210.00,2023-03-03T07:03:00,24.9800,26.9800,29.4800,26.9800,25.9900,25.7600,2431327,VASELINE P/JELLY,HSCHB,H,SCHB
60018960,VASELINE P/JELLY COCO/BUT,100ML,210.00,2023-03-03T07:03:00,24.9800,26.9800,29.4800,26.9800,25.9900,25.7600,2431300,VASELINE C/BUTT,HSCHB,H,SCHB
60019066,VASELINE P/JELLY BABY SOF,100ML,210.00,2023-03-03T07:03:00,24.9800,26.9800,29.4800,26.9800,25.9900,25.7600,2431287,VASELINE B/SOFT,HBTOI,H,BTOI
60019134,GARNIER R/ON WOM IN/FRESH,50ML,111.45,2023-03-03T07:03:00,26.9800,28.9800,31.4800,28.9800,27.9800,27.7400,2443020,GARNIER WOM FRES,HDFEM,H,DFEM
60019141,GARNIER R/ON WOM SENSITIV,50ML,111.45,2023-03-03T07:03:00,26.9800,28.9800,31.4800,28.9800,27.9800,27.7400,2443027,GARNIER WOM SENS,HDFEM,H,DFEM
60019196,GARNIER R/ON MEN INVISIBL,50ML,111.45,2023-03-03T07:03:00,26.9800,28.9800,31.4800,28.9800,27.9800,27.7400,2443056,GARNIER MEN INVI,HDMAL,H,DMAL
60019394,GARNIER R/ON WOM ABSO/DRY,50ML,111.45,2023-03-03T07:03:00,26.9800,28.9800,31.4800,28.9800,27.9800,27.7400,2443043,GARNIER WOM DRY,HDFEM,H,DFEM
60019400,GARNIER R/ON MEN COOL,50ML,111.45,2023-03-03T07:03:00,26.9800,28.9800,31.4800,28.9800,27.9800,27.7400,2443049,GARNIER MEN COOL,HDMAL,H,DMAL
60019417,GARNIER R/ON DEO ABSOLUTE,50ML,111.45,2023-03-03T07:03:00,26.9800,28.9800,31.4800,28.9800,27.9800,27.7400,2441499,GARNIER ABSOLUTE,HDFEM,H,DFEM
60019424,GARNIER R/ON MEN SENSITIV,50ML,111.45,2023-03-03T07:03:00,26.9800,28.9800,31.4800,28.9800,27.9800,27.7400,2443008,GARNIER MEN SENS,HDMAL,H,DMAL
60019578,AG TOMATO SAUCE,700ML,179.00,2023-03-03T07:03:00,39.9800,42.9800,47.4900,41.9800,40.9800,40.6300,2456514,AG TOMATO SAUCE,GCSAU,G,CSAU
60019585,AG TOMATO SAUCE,350ML,118.00,2023-03-03T07:03:00,28.9800,31.4800,34.5000,30.4800,29.9800,29.7200,2516664,AG TOMATO SAUCE,GCSAU,G,CSAU
60020048,GARNIER R/ON WOM EVEN,50ML,111.45,2023-03-03T07:03:00,26.9800,28.9800,31.4800,28.9800,27.9800,27.7400,2493774,GARNIER WOM EVEN,HDFEM,H,DFEM
60021182,BRUT R/ON MUSK,50ML,116.14,2023-03-03T07:03:00,27.9800,30.9800,32.4800,29.9800,28.9800,28.7300,2504802,BRUT R/ON,HDMAL,H,DMAL
60021199,BRUT R/ON ORIGINAL,50ML,116.14,2023-03-03T07:03:00,27.9800,30.9800,32.4800,29.9800,28.9800,28.7300,2504796,BRUT R/ON,HDMAL,H,DMAL
60021205,BRUT R/ON SPIRIT,50ML,116.14,2023-03-03T07:03:00,27.9800,30.9800,32.4800,29.9800,28.9800,28.7300,2504812,BRUT R/ON,HDMAL,H,DMAL
60021212,BRUT R/ON ALASKA,50ML,116.14,2023-03-03T07:03:00,27.9800,30.9800,32.4800,29.9800,28.9800,28.7300,2504790,BRUT R/ON,HDMAL,H,DMAL
60021229,DOVE R/ON BEAUTY FINISH,50ML,125.66,2023-03-03T07:03:00,29.9800,32.9800,35.4800,31.9800,30.9800,30.7100,2562594,DOVE R/ON,HDFEM,H,DFEM
60021908,DOVE R/ON MEN EXTRA FRESH,50ML,125.66,2023-03-03T07:03:00,29.9800,32.9800,35.4800,31.9800,30.9800,30.7100,2504255,DOVE R/ON,HDFEM,H,DFEM
60021915,DOVE R/ON MEN CLEAN COMFT,50ML,125.66,2023-03-03T07:03:00,29.9800,32.9800,35.4800,31.9800,30.9800,30.7100,2504273,DOVE R/ON,HDFEM,H,DFEM
60022042,SHIELD R/ON FW SHOW FRESH,50ML,107.24,2023-03-03T07:03:00,25.9900,27.9800,30.4800,27.9800,26.9800,26.3500,2515877,SHIELD R/ON WM,HDFEM,H,DFEM
60022127,VASELINE P/JELLY MEN FRSH,100ML,210.00,2023-03-03T07:03:00,24.9800,26.9800,29.4800,26.9800,25.9900,25.7600,2544732,VASELINE P/JELLY,HSCMH,H,SCMH
60022141,VASELINE P/JELLY MEN COOL,100ML,210.00,2023-03-03T07:03:00,24.9800,26.9800,29.4800,26.9800,25.9900,25.7600,2544882,VASELINE P/JELLY,HSCMH,H,SCMH
60022592,SHIELD R/ON MEN XTRACOOL,50ML,107.24,2023-03-03T07:03:00,25.9900,27.9800,30.4800,27.9800,26.9800,26.3500,2578877,SHIELD MEN R/ON,HDMAL,H,DMAL
60022615,DOVE R/ON INVISIBLE,50ML,125.66,2023-03-03T07:03:00,29.9800,32.9800,35.4800,31.9800,30.9800,30.7100,2562584,DOVE R/ON,HDFEM,H,DFEM
60022776,GARNIER R/ON MEN X-TREME,50ML,111.45,2023-03-03T07:03:00,26.9800,28.9800,31.4800,28.9800,27.9800,27.7400,2568164,GARNIER R/ON MEN,HDMAL,H,DMAL
60022967,P/SLEEP MOSQ REP STICK,30GR,688.60,2023-03-03T07:03:00,49.9800,53.9800,58.9900,52.4800,51.4800,51.0400,2614892,P/SLEEP MOSQ REP,GHPCN,G,HPCN
60023438,PUR BABY P/JELLY ESSENTLS,100ML,88.71,2023-03-03T07:04:00,20.9800,22.9800,24.4800,21.9800,21.9800,21.7900,2819238,E/ANNE P/JELLY,HBTOI,H,BTOI
60023834,GARNIER R/ON MEN BL/WH/CO,50ML,111.45,2023-03-03T07:03:00,26.9800,28.9800,31.4800,28.9800,27.9800,27.7400,2627417,GARNIER R/ON MEN,HDMAL,H,DMAL
60023841,GARNIER R/ON WOM BL/WH/CO,50ML,111.45,2023-03-03T07:03:00,26.9800,28.9800,31.4800,28.9800,27.9800,27.7400,2627397,GARNIER R/ON WOM,HDFEM,H,DFEM
60024220,ESKORT SPREAD LIVER,100GR,168.75,2023-03-03T07:03:00,12.4800,13.4800,14.4900,12.9800,12.9800,12.8700,2661536,ESKORT L/SPRD,PPMEA,P,PMEA
60024633,GARNIER R/ON WOM P5 FLORA,50ML,111.45,2023-03-03T07:03:00,26.9800,28.9800,31.4800,28.9800,27.9800,27.7400,2694170,GARNIER R/ON,HDFEM,H,DFEM
60024640,GARNIER R/ON WOM COT FRSH,50ML,111.45,2023-03-03T07:03:00,26.9800,28.9800,31.4800,28.9800,27.9800,27.7400,2694185,GARNIER R/ON,HDFEM,H,DFEM
60024657,GARNIER R/ON MEN PROT 5,50ML,111.45,2023-03-03T07:03:00,26.9800,28.9800,31.4800,28.9800,27.9800,27.7400,2694179,GARNIER R/ON,HDMAL,H,DMAL
60024664,DOVE R/ON INVISIBLE DRY,50ML,125.66,2023-03-03T07:03:00,29.9800,32.9800,35.4800,31.9800,30.9800,30.7100,2657812,DOVE R/ON,HDFEM,H,DFEM
60024671,SHIELD R/ON FW INVISIBLE,50ML,107.24,2023-03-03T07:03:00,25.9900,27.9800,30.4800,27.9800,26.9800,26.3500,2657856,SHIELD ROLL ON,HDFEM,H,DFEM
60024879,DOVE R/ON MINERAL TOUCH,50ML,125.66,2023-03-03T07:04:00,29.9800,32.9800,35.4800,31.9800,30.9800,30.7100,2794639,DOVE R/ON MINER,HDFEM,H,DFEM
60024886,BRUT R/ON TOT ATTRACTION,50ML,116.14,2023-03-03T07:04:00,27.9800,30.9800,32.4800,29.9800,28.9800,28.7300,2771522,BRUT R/ON TOT,HDMAL,H,DMAL
60024923,SHIELD R/ON MEN GERM DEFE,50ML,107.24,2023-03-03T07:04:00,25.9900,27.9800,30.4800,27.9800,26.9800,26.3500,2871531,SHIELD R/ON GERM,HDMAL,H,DMAL
60024930,SHIELD R/ON FW GM/DEF INV,50ML,107.24,2023-03-03T07:04:00,25.9900,27.9800,30.4800,27.9800,26.9800,26.3500,2879337,SHIELD R/ON FW,HDFEM,H,DFEM
60024947,AXE ROLL ON GOLD,50ML,99.95,2023-03-03T07:04:00,23.9800,25.9900,28.4800,25.9900,24.9800,24.7700,2866834,AXE R/ON GOLD,HDMAL,H,DMAL
60024961,GRANDPA TABLETS,50'S,278.39,2023-03-03T07:03:00,65.9800,70.9800,77.4800,69.9800,67.9800,67.3900,2696529,GRANDPA TABLETS,HMEDI,H,MEDI
60025081,AXE ROLL ON BLACK,50ML,99.95,2023-03-03T07:03:00,23.9800,25.9900,28.4800,25.9900,24.9800,24.7700,2695398,AXE R/ON BLACK,HDMAL,H,DMAL
60025302,ELVIN W/ENHANCER NAARTJIE,48ML,139.93,2023-03-03T07:04:00,34.9800,37.9800,41.4800,36.9800,35.9800,35.6700,2745129,ELVIN W/ENHANCER,LCORD,L,CORD
60025319,ELVIN W/ENHANCER L/LIME,48ML,139.93,2023-03-03T07:04:00,34.9800,37.9800,41.4800,36.9800,35.9800,35.6700,2745116,ELVIN W/ENHAN,LCORD,L,CORD
60025326,ELVIN W/ENHANCER RASP&PCH,48ML,139.93,2023-03-03T07:04:00,34.9800,37.9800,41.4800,36.9800,35.9800,35.6700,2745123,ELVIN W/ENHANCER,LCORD,L,CORD
60025333,ELVIN W/ENHANCER STRAWB,48ML,139.93,2023-03-03T07:04:00,34.9800,37.9800,41.4800,36.9800,35.9800,35.6700,2745106,ELVIN STRAWB W/E,LCORD,L,CORD
60025401,SPAR GERMEX HAND SANITISE,50ML,173.67,2023-03-03T07:03:00,20.9800,20.9800,20.9800,20.9800,20.9800,20.8000,2696418,SPAR GERMEX HND,HPWLI,H,PWLI
60025425,BLUE ICE R/ON MUSK,50ML,72.07,2023-03-03T07:04:00,16.9800,18.9800,20.4800,17.9800,17.9800,17.8300,2721428,BLUE ICE R/ON,HDMAL,H,DMAL
60025470,INGRAMS P/JELLY CAMPHOR,50ML,62.26,2023-03-03T07:03:00,14.9800,16.9800,17.4800,15.9800,15.9800,15.8500,2706842,INGRAM PET JELLY,HSCHB,H,SCHB
60025753,PLAYGIRL R/ON FLIRTATIOUS,50ML,81.50,2023-03-03T07:04:00,19.9800,21.4800,23.4900,20.9800,20.4800,20.3100,2783800,PLAYGIRL R/ON,HDFEM,H,DFEM
60025760,PLAYGIRL R/ON FORBIDDEN,50ML,81.50,2023-03-03T07:04:00,19.9800,21.4800,23.4900,20.9800,20.4800,20.3100,2783770,PLAYGIRL R/ON,HDFEM,H,DFEM
60025777,PLAYGIRL R/ON LOVE IS,50ML,81.50,2023-03-03T07:04:00,19.9800,21.4800,23.4900,20.9800,20.4800,20.3100,2783794,PLAYGIRL R/ON,HDFEM,H,DFEM
60025791,PLAYGIRL R/ON SEDUCTION,50ML,81.50,2023-03-03T07:04:00,19.9800,21.4800,23.4900,20.9800,20.4800,20.3100,2783776,PLAYGIRL R/ON,HDFEM,H,DFEM
60025807,PLAYGIRL R/ON TEMPTATION,50ML,81.50,2023-03-03T07:04:00,19.9800,21.4800,23.4900,20.9800,20.4800,20.3100,2783782,PLAYGIRL R/ON,HDFEM,H,DFEM
60025814,PLAYGIRL R/ON LOVE POTION,50ML,81.50,2023-03-03T07:04:00,19.9800,21.4800,23.4900,20.9800,20.4800,20.3100,2783788,PLAYGIRL R/ON,HDFEM,H,DFEM
60025821,PLAYGIRL R/ON DESIRE,50ML,81.50,2023-03-03T07:04:00,19.9800,21.4800,23.4900,20.9800,20.4800,20.3100,2783764,PLAYGIRL R/ON,HDFEM,H,DFEM
60026040,SPAR GERMEX M/PURPOSE SPR,50ML,185.80,2023-03-03T07:04:00,23.9800,23.9800,23.4800,23.9800,23.9800,23.7800,2742108,SPAR GERMEX TOIL,HPWLI,H,PWLI
60026255,ESKORT SPREAD BACON,100GR,283.43,2023-03-03T07:04:00,19.9800,21.9800,24.0800,20.9800,20.9800,20.8000,2781488,ESKORT SPREAD,PPMEA,P,PMEA
60026392,CITRO SODA EFFER REGULAR,4GR,145.34,2023-03-03T07:04:00,4.9800,5.9800,5.9800,5.9800,5.9800,5.9300,2859048,C/SODA REGULAR,HMEDI,H,MEDI
60027757,PLAYGIRL R/ON MESMERIZE,50ML,81.50,2023-03-03T07:04:00,19.9800,21.4800,23.4900,20.9800,20.4800,20.3100,2830980,PLAYBOY R/ON,HDFEM,H,DFEM
60027795,PLAYGIRL R/ON SENSUOUS,50ML,81.50,2023-03-03T07:04:00,19.9800,21.4800,23.4900,20.9800,20.4800,20.3100,2830930,PLAYBOY R/ON,HDFEM,H,DFEM
60027993,DOVE R/ON EVEN SENSITIVE,50ML,125.66,2023-03-03T07:04:00,29.9800,32.9800,35.4800,31.9800,30.9800,30.7100,2911910,DOVE R/ON E/SENS,HDFEM,H,DFEM
60028006,DOVE R/ON EVEN RENEWAL,50ML,125.66,2023-03-03T07:04:00,29.9800,32.9800,35.4800,31.9800,30.9800,30.7100,2911924,DOVE R/ON E/RENE,HDFEM,H,DFEM
60028082,SHIELD R/ON MEN B&WHT,50ML,107.24,2023-03-03T07:04:00,25.9900,27.9800,30.4800,27.9800,26.9800,26.3500,2871543,SHIELD R/ON,HDMAL,H,DMAL
60028297,DAWN R/ON WOM INVIS B&W,45ML,66.37,2023-03-03T07:04:00,15.9800,17.9800,18.4800,16.9800,16.9800,16.8400,2911972,DAWN R/ON BL&WH,HDFEM,H,DFEM
60028303,DAWN R/ON WOM PEARL BEAUT,45ML,66.37,2023-03-03T07:04:00,15.9800,17.9800,18.4800,16.9800,16.9800,16.8400,2911966,DAWN R/ON P/BEAU,HDFEM,H,DFEM
60028310,DAWN R/ON WOM COOL MUSK,45ML,66.37,2023-03-03T07:04:00,15.9800,17.9800,18.4800,16.9800,16.9800,16.8400,2911960,DAWN R/ON C/MUSK,HDFEM,H,DFEM
60028327,DAWN R/ON WOM FOREVER FRS,45ML,66.37,2023-03-03T07:04:00,15.9800,17.9800,18.4800,16.9800,16.9800,16.8400,2911948,DAWN R/ON F/EVER,HDFEM,H,DFEM
60028334,DAWN R/ON WOM GENTLE ALOE,45ML,66.37,2023-03-03T07:04:00,15.9800,17.9800,18.4800,16.9800,16.9800,16.8400,2911934,DAWN R/ON G/ALOE,HDFEM,H,DFEM
60028341,DAWN R/ON MEN INV BLK&WHT,45ML,66.37,2023-03-03T07:04:00,15.9800,17.9800,18.4800,16.9800,16.9800,16.8400,2911942,DOVE R/ON MEN,HDMAL,H,DMAL
60028358,DAWN R/ON MEN ACTIVE DRY,45ML,66.37,2023-03-03T07:04:00,15.9800,17.9800,18.4800,16.9800,16.9800,16.8400,2911930,DOVE R/ON MEN,HDMAL,H,DMAL
60028365,DAWN R/ON MEN COOL&FRESH,45ML,66.37,2023-03-03T07:04:00,15.9800,17.9800,18.4800,16.9800,16.9800,16.8400,2911954,DOVE R/ON MEN,HDMAL,H,DMAL
60028426,AXE ROLL ON CHILL,50ML,99.95,2023-03-03T07:04:00,23.9800,25.9900,28.4800,25.9900,24.9800,24.7700,2932000,AXE R/ON CHILL,HDMAL,H,DMAL
60028433,SHIELD R/ON MEN EVEN TONE,50ML,107.24,2023-03-03T07:04:00,25.9900,27.9800,30.4800,27.9800,26.9800,26.3500,2932102,SHIELD R/ON MEN,HDMAL,H,DMAL
60028525,SHIELD DEO WOM EVEN TONE,50ML,107.24,2023-03-03T07:04:00,25.9900,27.9800,30.4800,27.9800,26.9800,26.3500,2932076,SHIELD DEO E/TON,HDFEM,H,DFEM
60029393,LION DUEL R/ON S/HEMP,50ML,75.00,2023-03-03T07:05:00,17.9800,19.9800,21.4800,18.9800,18.9800,18.8200,3125634,LION DUEL R/ON,HDMAL,H,DMAL
60029409,LION DUEL R/ON A/ZEST,50ML,75.00,2023-03-03T07:05:00,17.9800,19.9800,21.4800,18.9800,18.9800,18.8200,3125640,LION DUEL R/ON,HDMAL,H,DMAL
60029447,LION DUEL R/ON MUSK,50ML,75.00,2023-03-03T07:05:00,17.9800,19.9800,21.4800,18.9800,18.9800,18.8200,3125628,LION DUEL R/ON,HDMAL,H,DMAL
60029454,LION DUEL R/ON ICE COOL,50ML,75.00,2023-03-03T07:05:00,17.9800,19.9800,21.4800,18.9800,18.9800,18.8200,3125612,LION DUEL R/ON,HDMAL,H,DMAL
60050144,BOVRIL YEAST SPREAD,250G,235.65,2023-03-03T07:03:00,67.9800,72.9800,79.9800,70.9800,69.9800,69.3800,2127148,BOVRIL YEAST SPR,GCJAM,G,CJAM
60050151,BOVRIL YEAST SPREAD,125G,135.47,2023-03-03T07:03:00,41.9800,44.9800,49.9800,43.9800,42.9800,42.6100,2127147,BOVRIL YEAST SPR,GCJAM,G,CJAM
60050168,MARMITE SPREAD YEAST EXTR,250GR,235.65,2023-03-03T07:03:00,67.9800,72.9800,79.9800,70.9800,69.9800,69.3800,2127152,MARMITE SPREAD,GCJAM,G,CJAM
60050175,MARMITE,125GR,135.47,2023-03-03T07:03:00,41.9800,44.9800,49.9800,43.9800,42.9800,42.6100,2127151,MARMITE YEAST EX,GCJAM,G,CJAM
60050205,ENO SACHET DISP REGULAR,5.8GR,217.81,2023-03-03T07:03:00,4.9800,5.9800,5.4800,5.9800,5.9800,5.9300,2129388,ENO SACHET REG,HMEDI,H,MEDI
60050250,GRANDPA TABLETS,76'S,350.41,2023-03-03T07:02:00,82.9800,89.9800,97.4800,87.9800,85.9800,85.2400,2027021,GRANDPA TABLETS,HMEDI,H,MEDI
60050267,DETTOL LIQUID ANTISEPTIC,50ML,130.73,2023-03-03T07:03:00,15.9800,17.9800,18.4800,16.9800,16.9800,16.8400,2579138,D/TOL ANTSPT LQ,HFADS,H,FADS
60050274,DETTOL LIQUID ANTISEPTIC,125ML,152.58,2023-03-03T07:03:00,36.9800,39.9800,43.4800,38.9800,37.9800,37.6500,2129513,D/TOL ANTSPTI LQ,HFADS,H,FADS
60050281,DETTOL LIQUID ANTISEPTIC,250ML,253.06,2023-03-03T07:03:00,61.9800,66.9800,73.4800,65.9800,63.9800,63.4300,2129514,D/TOL ANTSPTI LQ,HFADS,H,FADS
60050298,DETTOL LIQUID ANTISEPTIC,500ML,370.19,2023-03-03T07:03:00,89.9800,96.9800,106.4900,94.9900,92.9800,92.1800,2392881,D/TOL ANTSPTI LQ,HFADS,H,FADS
60050328,PUR 2 PEACHES/YOGHURT,125ML,60.84,2023-03-03T07:03:00,12.9800,13.9800,15.4800,13.9800,13.9800,13.8600,2126763,pur 2 peach/yogh,HBFOO,H,BFOO
60050335,PUR 2 APPLES/YOGHURT,125ML,60.84,2023-03-03T07:03:00,12.9800,13.9800,15.4800,13.9800,13.9800,13.8600,2126758,PUR 2 APPLES&YOG,HBFOO,H,BFOO
60050342,PUR 2ND PEARS&YOGHURT,125ML,60.84,2023-03-03T07:03:00,12.9800,13.9800,15.4800,13.9800,13.9800,13.8600,2126765,PUR 2 PEARS/YOGH,HBFOO,H,BFOO
